Word,DominantModality,VisualStrengthMean,HapticStrengthMean,AuditoryStrengthMean,GustatoryStrengthMean,OlfactoryStrengthMean,ModalityExclusivity
wailing,Auditory,2.85,0.25,4.95,0.15,0.1,0.584337349
warbling,Auditory,1.9375,0.8125,3.9375,0.25,0.25,0.513043478
warm,Haptic,2.380952381,4.80952381,0.619047619,2.857142857,1.142857143,0.35483871
waxy,Haptic,4,4.666666667,0.619047619,1.619047619,2.142857143,0.310218978
weak,Visual,3.666666667,3.19047619,1.857142857,2.142857143,1.428571429,0.182170543
weightless,Haptic,3.047619048,4.285714286,1.238095238,0.285714286,0.142857143,0.46031746
wet,Haptic,4.333333333,4.666666667,1.857142857,1.714285714,1.80952381,0.205298013
whiffy,Olfactory,0.95,0.2,0.3,1.5,4.9,0.598726115
whimpering,Auditory,3.142857143,0.380952381,4.80952381,0.047619048,0.19047619,0.555555556
whining,Auditory,2.476190476,0.142857143,4.857142857,0.095238095,0.095238095,0.621118012
whispering,Auditory,2.428571429,0.238095238,4.666666667,0.047619048,0.095238095,0.617834395
whistling,Auditory,2.047619048,0.285714286,4.952380952,0.095238095,0.095238095,0.649681529
white,Visual,4.571428571,0.095238095,0.238095238,0.1,0.142857143,0.869565217
wide,Visual,4.80952381,3.666666667,0.476190476,0.285714286,0.142857143,0.497461929
wiry,Visual,4.19047619,4.095238095,1.047619048,0.761904762,0.285714286,0.376146789
wispy,Visual,4.210526316,3.263157895,1.631578947,0.894736842,0.263157895,0.384615385
wizened,Visual,3.1,0.8,2.9,0.1,0.3,0.416666667
woolly,Haptic,4.285714286,4.428571429,0.142857143,0.142857143,0.142857143,0.46875
yellow,Visual,4.9,0,0.15,0.05,0.05,0.951456311
academy,Visual,2.705882353,0.470588235,1.411764706,0.058823529,0.117647059,0.555555556
account,Auditory,1.411764706,0.352941176,1.705882353,0.117647059,0.235294118,0.415384615
addition,Visual,3.058823529,0.882352941,1.294117647,0.470588235,0.647058824,0.407407407
administration,Visual,2.625,0.5,1.75,0.0625,0.25,0.493975904
advantage,Visual,3.117647059,0.529411765,1.705882353,0.352941176,0.470588235,0.447619048
aim,Visual,2.647058824,1.117647059,1.411764706,0.235294118,0.470588235,0.41
air,Olfactory,1.352941176,2.117647059,1.058823529,1.470588235,2.529411765,0.172413793
amount,Visual,4.058823529,3.117647059,2,1.647058824,1.352941176,0.222222222
appeal,Visual,3.294117647,1.235294118,2.294117647,1.411764706,1.294117647,0.216049383
arrangement,Visual,3.411764706,1.470588235,1.823529412,0.294117647,0.470588235,0.417322835
baby,Visual,4.882352941,3.647058824,4.235294118,0.823529412,3.117647059,0.242957746
back,Visual,3.941176471,2.941176471,0.647058824,0.294117647,0.529411765,0.436619718
balance,Visual,2.941176471,1.764705882,1.235294118,0.411764706,0.294117647,0.398230088
bank,Visual,4.411764706,1.235294118,1.294117647,0.058823529,0.294117647,0.596774194
bear,Visual,4.470588235,2.470588235,3.117647059,0.470588235,1.882352941,0.322274882
beauty,Visual,4.941176471,2.352941176,1.941176471,0.941176471,1.764705882,0.334975369
beginning,Visual,3,1.375,2,0.625,0.875,0.301587302
blame,Auditory,2.294117647,0.529411765,2.352941176,0.176470588,0.411764706,0.37755102
blanket,Haptic,4,4.235294118,0.352941176,0.176470588,1.647058824,0.389830508
border,Visual,3.6875,1.875,0.375,0.0625,0.25,0.58
bore,Visual,2.117647059,0.647058824,1.882352941,0.470588235,0.411764706,0.308510638
bother,Visual,2.588235294,1.058823529,1.882352941,0.529411765,0.411764706,0.336363636
business,Visual,3.529411765,0.647058824,1.823529412,0.294117647,0.470588235,0.47826087
call,Auditory,2.176470588,1,4.470588235,0.058823529,0.176470588,0.559701493
capacity,Visual,3.941176471,2.8125,1.4375,0.5,0.5,0.3744
career,Visual,3.117647059,0.882352941,2.117647059,0.411764706,0.411764706,0.389830508
cast,Visual,3.588235294,1.294117647,1.588235294,0.176470588,0.588235294,0.471544715
center,Visual,4,2.294117647,0.705882353,0.470588235,0.352941176,0.466165414
chain,Visual,4.3125,3.8125,2.125,0.1875,0.466666667,0.378295759
chair,Visual,4.647058824,4.235294118,0.705882353,0.058823529,0.411764706,0.456140351
city,Visual,4.705882353,1.529411765,4,1.058823529,2.588235294,0.262711864
closer,Visual,3.705882353,2.823529412,2.294117647,0.647058824,1.529411765,0.278074866
collection,Visual,3.705882353,2.352941176,1.352941176,0.294117647,0.529411765,0.414285714
competition,Visual,3.529411765,0.882352941,2.588235294,0.470588235,0.823529412,0.368794326
concept,Visual,2.764705882,1.117647059,2.352941176,1,0.882352941,0.231884058
consequence,Visual,3.588235294,1.470588235,2.705882353,0.882352941,0.705882353,0.308176101
contact,Haptic,3.411764706,3.529411765,2.529411765,1.058823529,1.117647059,0.212121212
cope,Visual,2.058823529,0.823529412,1.117647059,0.176470588,0.352941176,0.415584416
core,Visual,2.764705882,1.823529412,0.823529412,0.705882353,0.470588235,0.348214286
cost,Visual,3.235294118,0.882352941,1.588235294,0.411764706,0.352941176,0.445454545
cup,Visual,4.235294118,3.941176471,1.176470588,1.235294118,1.058823529,0.272727273
cut,Visual,3.705882353,3.529411765,1.176470588,0.352941176,0.529411765,0.360759494
dance,Visual,4.647058824,2.176470588,2.176470588,0,0.235294118,0.503184713
deal,Visual,2.411764706,1,2,0.294117647,0.411764706,0.346153846
deck,Visual,3.411764706,2,1,0.117647059,0.411764706,0.474576271
democracy,Visual,2.823529412,0.176470588,2.294117647,0,0.058823529,0.527472527
department,Visual,3.588235294,0.470588235,1.588235294,0.176470588,0.882352941,0.50877193
development,Visual,3.764705882,1.647058824,2.117647059,1.294117647,1.117647059,0.266272189
direction,Visual,4.058823529,1.411764706,2.294117647,0.294117647,0.764705882,0.426666667
dispute,Visual,3.588235294,0.823529412,3.235294118,0.117647059,0.176470588,0.437037037
distinction,Visual,2.941176471,1.941176471,2.176470588,1.470588235,1.529411765,0.14619883
dive,Visual,3.882352941,1.764705882,2,0.176470588,0.411764706,0.45
doctor,Visual,4.470588235,1.647058824,3,0.705882353,1.294117647,0.338624339
drama,Visual,3.941176471,0.941176471,3.235294118,0.235294118,0.411764706,0.422818792
dream,Visual,3.176470588,0.823529412,2.176470588,0.529411765,0.764705882,0.354330709
duty,Visual,2.411764706,0.470588235,1.588235294,0.176470588,0.352941176,0.447058824
economy,Visual,2.117647059,0.470588235,1.882352941,0.058823529,0.125,0.442338073
edge,Visual,3.941176471,3.588235294,0.529411765,0.176470588,0.117647059,0.457746479
education,Visual,3.941176471,1.058823529,3.705882353,0.529411765,0.588235294,0.347305389
emotion,Visual,3.647058824,2.411764706,2.882352941,0.941176471,0.764705882,0.270718232
enthusiasm,Visual,3.705882353,1.294117647,3.294117647,0.529411765,0.529411765,0.339622642
entrance,Visual,4.352941176,1.882352941,1,0.176470588,0.647058824,0.518248175
equipment,Visual,4.235294118,3.352941176,1.529411765,0.411764706,0.882352941,0.367231638
estimate,Visual,2.705882353,1.588235294,1.588235294,0.823529412,0.705882353,0.26984127
exchange,Visual,3.176470588,1.764705882,1.882352941,0.529411765,0.647058824,0.330882353
excitement,Visual,3.941176471,2.176470588,3.529411765,1.176470588,1.294117647,0.22815534
expansion,Visual,3.941176471,2.8125,1.705882353,0.470588235,0.411764706,0.377804014
extreme,Visual,3.411764706,1.941176471,2.235294118,1.588235294,1.823529412,0.165775401
eye,Visual,4.764705882,2.235294118,0.058823529,0,0,0.675
fact,Auditory,3.352941176,1.176470588,3.352941176,0.647058824,1.058823529,0.282208589
factory,Visual,4.588235294,1.470588235,3.176470588,0.588235294,3.058823529,0.310502283
failure,Visual,3.470588235,1.294117647,2.411764706,0.941176471,0.705882353,0.313333333
faint,Visual,3,2.058823529,1.058823529,0.411764706,0.294117647,0.396551724
fear,Visual,3.470588235,1.882352941,2.176470588,0.705882353,0.823529412,0.305194805
feel,Haptic,1.941176471,4.764705882,1.235294118,1.125,0.764705882,0.406881077
file,Visual,4.058823529,2.411764706,0.764705882,0.117647059,0.235294118,0.519379845
finance,Visual,2.941176471,1.176470588,1.176470588,0.235294118,0.176470588,0.484536082
find,Visual,3.941176471,3.117647059,1.764705882,0.647058824,1.647058824,0.296296296
finish,Visual,3.352941176,1,2.235294118,0.705882353,0.705882353,0.330882353
food,Gustatory,4.294117647,3.411764706,1.470588235,4.882352941,4.529411765,0.183544304
form,Visual,3.235294118,2,0.882352941,0.411764706,0.470588235,0.403361345
formation,Visual,3.764705882,1.588235294,0.882352941,0.470588235,0.352941176,0.483333333
friend,Visual,4.764705882,3.058823529,4.117647059,0.352941176,2.058823529,0.307377049
function,Visual,3.117647059,1.529411765,2,0.705882353,0.705882353,0.299270073
gesture,Visual,4.529411765,1.941176471,0.823529412,0.058823529,0.117647059,0.598425197
glass,Visual,4.470588235,3.823529412,2.058823529,0.352941176,0.235294118,0.387096774
grade,Visual,2.764705882,0.411764706,1.058823529,0.058823529,0.117647059,0.613333333
grass,Visual,4.705882353,3.705882353,0.647058824,0.352941176,3.058823529,0.349056604
guilt,Visual,2.235294118,1,1.294117647,0.294117647,0.352941176,0.375
hat,Visual,4.588235294,3.294117647,0.352941176,0,0.647058824,0.516556291
health,Visual,3.647058824,2.3125,1.588235294,0.647058824,1.1875,0.319749216
heaven,Auditory,1.529411765,0.882352941,1.764705882,0.588235294,0.823529412,0.210526316
hide,Visual,3.294117647,1.294117647,1.058823529,0.176470588,0.411764706,0.5
hole,Visual,4.235294118,2.588235294,0.411764706,0.058823529,0.470588235,0.537878788
honey,Gustatory,4.117647059,2.823529412,0.647058824,4.764705882,3.764705882,0.255474453
hour,Visual,2.764705882,0.235294118,1.411764706,0.058823529,0.117647059,0.58974359
impression,Visual,3.705882353,1,2.588235294,0.941176471,1.294117647,0.290123457
inch,Visual,4,2.294117647,0.176470588,0.058823529,0.058823529,0.598214286
incident,Visual,4.176470588,1.411764706,3.117647059,0.470588235,1.352941176,0.351955307
income,Visual,3,0.882352941,1.117647059,0.470588235,0.117647059,0.515789474
increase,Visual,3.764705882,2.235294118,2.294117647,1.117647059,1.294117647,0.247252747
independence,Visual,3.294117647,0.941176471,2.117647059,0.294117647,0.294117647,0.43220339
influence,Visual,2.588235294,0.882352941,1.941176471,0.352941176,0.352941176,0.365384615
instance,Visual,1.647058824,0.529411765,0.882352941,0.176470588,0.529411765,0.390625
interior,Visual,4.588235294,3,0.705882353,0.235294118,1.352941176,0.44047619
junior,Visual,2.941176471,1.176470588,2.058823529,0.235294118,0.764705882,0.37704918
kind,Visual,2.8125,1.9375,2.5,0.25,0.375,0.325396825
left,Visual,3.411764706,1.764705882,1.235294118,0.176470588,0.176470588,0.47826087
life,Visual,4.352941176,3.411764706,3.823529412,2.941176471,3.235294118,0.079470199
load,Visual,2.941176471,2,0.823529412,0.470588235,0.588235294,0.362068966
look,Visual,4.764705882,0.941176471,0.529411765,0.176470588,0.352941176,0.67826087
loop,Visual,3.705882353,2.764705882,1.058823529,0.235294118,0.235294118,0.433823529
machine,Visual,4.235294118,2.882352941,3.764705882,0.235294118,1.529411765,0.31627907
management,Visual,3.529411765,0.352941176,2.823529412,0.117647059,0.352941176,0.475409836
march,Visual,3.058823529,0.529411765,2.352941176,0.235294118,0.529411765,0.421052632
master,Visual,3.4375,0.705882353,2.764705882,0.294117647,0.411764706,0.412844037
mate,Visual,4.470588235,2.823529412,3.058823529,0.411764706,1.529411765,0.330143541
matter,Visual,2.625,2.125,1.5,1.133333333,1.4375,0.169107227
method,Visual,3.058823529,0.823529412,2.176470588,0.235294118,0.294117647,0.428571429
minute,Visual,2.764705882,0.235294118,1.764705882,0.058823529,0.176470588,0.541176471
miss,Visual,2.882352941,1.647058824,1.823529412,0.411764706,0.529411765,0.338709677
missile,Visual,4,1.235294118,3.588235294,0.058823529,0.764705882,0.408536585
money,Visual,4.823529412,3.705882353,1.470588235,0.352941176,1.176470588,0.387755102
mouth,Visual,3.529411765,3.117647059,2.235294118,3.294117647,1.235294118,0.171052632
muscle,Haptic,4,4.058823529,0.588235294,0.352941176,0.352941176,0.396226415
night,Visual,4.764705882,0.470588235,1.647058824,0.117647059,0.470588235,0.622047244
orderly,Visual,3.066666667,1,1.466666667,0.133333333,0.142857143,0.504918033
past,Auditory,2.176470588,0.588235294,2.294117647,0.647058824,0.823529412,0.261261261
permission,Auditory,2.117647059,0.647058824,2.764705882,0.235294118,0.294117647,0.417475728
personnel,Visual,2.941176471,0.882352941,1.705882353,0.117647059,0.411764706,0.466019417
phone,Auditory,4.235294118,3,4.352941176,0,0.058823529,0.373737374
picture,Visual,4.764705882,1.529411765,0.235294118,0.117647059,0.235294118,0.675213675
plug,Visual,4.411764706,3.235294118,0.823529412,0.117647059,0.235294118,0.486666667
portion,Visual,4,2.411764706,0.647058824,1.764705882,1.411764706,0.327586207
pound,Visual,4.352941176,3.647058824,1.235294118,0.411764706,0.411764706,0.391812865
powder,Visual,4.0625,3.75,0.8125,2.375,2.75,0.236363636
preparation,Visual,3.0625,1.625,1.8125,0.9375,1.625,0.234482759
primary,Visual,2.352941176,0.470588235,1.176470588,0.411764706,0.529411765,0.392857143
prize,Visual,4,2.647058824,1.647058824,0.764705882,0.764705882,0.329341317
production,Visual,3.235294118,1.529411765,1.529411765,1.176470588,1.235294118,0.236486486
property,Visual,4.058823529,1.882352941,0.764705882,0.470588235,0.941176471,0.442028986
proportion,Visual,3.764705882,2.352941176,1.411764706,1,0.764705882,0.32278481
quality,Visual,4.294117647,4.058823529,3.058823529,3.411764706,3.117647059,0.068852459
reflection,Visual,4.647058824,0.470588235,0.235294118,0,0.176470588,0.840425532
refrigerator,Visual,4.411764706,2.470588235,1.882352941,1.235294118,2.294117647,0.258373206
relation,Visual,3.411764706,1.411764706,2.058823529,0.294117647,0.882352941,0.386861314
republic,Visual,1.785714286,0.266666667,0.533333333,0.066666667,0.066666667,0.632224168
rise,Visual,4.117647059,2.470588235,1.529411765,0.294117647,0.529411765,0.427631579
role,Visual,2.588235294,0.470588235,1.882352941,0.058823529,0.235294118,0.483146067
roof,Visual,4.470588235,1.941176471,0.529411765,0.058823529,0.176470588,0.614754098
route,Visual,3.823529412,1.352941176,1.117647059,0.25,0.5,0.507306889
rush,Visual,3.764705882,1.647058824,2.352941176,0.411764706,0.588235294,0.382550336
sauce,Gustatory,3.588235294,1.411764706,1.058823529,4.764705882,3.705882353,0.255060729
school,Visual,4.470588235,1.352941176,3.176470588,0.529411765,1.352941176,0.362162162
second,Visual,2.117647059,0.529411765,1.235294118,0.176470588,0.235294118,0.452054795
seed,Visual,4.117647059,2.941176471,0.647058824,2.470588235,1.176470588,0.305699482
sergeant,Visual,3.882352941,0.470588235,2.823529412,0.058823529,0.235294118,0.511811024
shell,Visual,4.117647059,3.647058824,1.294117647,0.705882353,1.176470588,0.311827957
site,Visual,3.75,0.625,1.5,0.1875,0.625,0.53271028
slavery,Visual,3.529411765,0.411764706,2.529411765,0.411764706,0.647058824,0.4140625
soap,Haptic,4.058823529,4.117647059,0.352941176,1.294117647,4,0.272340426
socialist,Auditory,2.5,0.375,2.5625,0.0625,0.125,0.444444444
solution,Visual,2.647058824,0.764705882,1.823529412,0.352941176,0.470588235,0.378640777
spirit,Visual,2,0.764705882,1.529411765,0.235294118,0.529411765,0.348837209
statement,Visual,2.705882353,0.647058824,2.529411765,0.176470588,0.176470588,0.405660377
stay,Visual,2.588235294,1.470588235,1.529411765,0.235294118,0.411764706,0.377358491
stop,Visual,3.941176471,1.764705882,2.647058824,0.705882353,0.647058824,0.339393939
stranger,Visual,4.352941176,1.352941176,2.705882353,0.352941176,1.352941176,0.395348837
strength,Visual,3.764705882,3.176470588,1.411764706,0.411764706,0.470588235,0.363057325
student,Visual,4.4375,1.5,3.375,0.1875,1.1875,0.397660819
substitute,Visual,3.470588235,1.235294118,1.529411765,1.117647059,0.941176471,0.304964539
symbol,Visual,4,1.294117647,0.941176471,0.470588235,0.529411765,0.487804878
talent,Visual,4.529411765,1.470588235,3.705882353,1.294117647,1.235294118,0.269230769
tendency,Visual,1.875,0.5,0.9375,0.125,0.25,0.474576271
text,Visual,4.647058824,1,1.705882353,0.058823529,0.176470588,0.604651163
theme,Visual,3.411764706,0.941176471,2.058823529,0.647058824,0.882352941,0.348148148
theory,Auditory,2.470588235,0.411764706,2.470588235,0.235294118,0.235294118,0.383838384
thick,Visual,4.235294118,4.117647059,1,2.058823529,0.647058824,0.297560976
three,Visual,3.705882353,2.529411765,1.705882353,0.352941176,0.411764706,0.385135135
title,Visual,3.294117647,0.235294118,1.941176471,0.058823529,0.117647059,0.572916667
tool,Visual,4,3.4375,1.941176471,0.235294118,0.705882353,0.36480228
track,Visual,3.5,1.294117647,1.529411765,0.058823529,0.647058824,0.489539749
tractor,Visual,4.529411765,1.705882353,3.882352941,0.235294118,1.647058824,0.357843137
trend,Visual,3.882352941,1.117647059,1.705882353,0.647058824,0.588235294,0.414814815
trim,Visual,3.647058824,2.529411765,0.882352941,0.176470588,0.294117647,0.4609375
vacuum,Visual,3.411764706,1.411764706,3.294117647,0.117647059,1.117647059,0.352201258
variety,Visual,4.411764706,3.294117647,3.294117647,3.235294118,3.058823529,0.078231293
vice,Visual,2.714285714,1.5,1.142857143,0.571428571,0.357142857,0.375
view,Visual,4.529411765,0.470588235,0.705882353,0.235294118,0.647058824,0.651785714
voluntary,Visual,2.875,0.5,1.125,0.125,0.3125,0.556962025
wait,Visual,2.235294118,0.705882353,1.294117647,0.176470588,0.352941176,0.432098765
want,Visual,2.882352941,1.941176471,2,1.764705882,1.647058824,0.120689655
waste,Visual,4.117647059,1.470588235,1.117647059,0.764705882,3.529411765,0.304812834
welfare,Visual,2.882352941,1.235294118,1.823529412,0.352941176,0.882352941,0.352459016
west,Visual,2.705882353,0.411764706,0.764705882,0.117647059,0.235294118,0.611111111
wheel,Visual,4.529411765,2.470588235,1.588235294,0.294117647,0.470588235,0.452830189
win,Visual,3.823529412,1,3,0.470588235,0.588235294,0.377483444
window,Visual,4.705882353,2.764705882,0.823529412,0.294117647,0.470588235,0.487012987
worker,Visual,4.235294118,1.352941176,2.529411765,0.117647059,1.117647059,0.440251572
wrong,Visual,2.764705882,1.235294118,2.647058824,1.176470588,1,0.2
admission,Visual,3.4375,0.875,1.8125,0,0.4375,0.523809524
advice,Auditory,2.058823529,0,4.882352941,0,0,0.703389831
amateur,Visual,3.588235294,0.588235294,2.882352941,0.411764706,0.294117647,0.424242424
anger,Visual,4.117647059,1.411764706,3.705882353,0.117647059,0.352941176,0.412121212
answer,Auditory,2.882352941,0.411764706,4,0,0,0.548387097
area,Visual,4,2.058823529,1,0.117647059,0.588235294,0.5
aspect,Visual,2.375,0.8,1.875,0.5,1,0.286259542
atom,Visual,1.375,0.941176471,1,0.625,0.5,0.197019868
attempt,Visual,2.529411765,1.352941176,1.647058824,0.176470588,0.117647059,0.414141414
aunt,Visual,4.411764706,2.764705882,3.764705882,0.117647059,2.3125,0.3211438
background,Visual,3.470588235,0.529411765,1.823529412,0.117647059,0.411764706,0.527777778
band,Auditory,4.058823529,1,4.588235294,0,0.411764706,0.456140351
base,Visual,3.3125,2.25,1.1875,0.25,0.0625,0.460176991
bath,Haptic,4,4.529411765,2.647058824,0.294117647,2.588235294,0.30125523
belt,Visual,4.411764706,4.235294118,1,0,1.235294118,0.405405405
body,Visual,4.764705882,4.411764706,3.235294118,1.470588235,3.352941176,0.19112628
bone,Haptic,3.411764706,4.058823529,1.588235294,1.294117647,1,0.269430052
boss,Visual,4.294117647,1.294117647,3.764705882,0,0.882352941,0.41954023
break,Visual,3.0625,2.5,2.875,1.125,0.5,0.254658385
breath,Olfactory,1.705882353,1.705882353,2.176470588,2.176470588,3,0.120218579
brief,Auditory,2.125,0.75,2.25,0.25,0.5625,0.336842105
builder,Visual,4.294117647,1.235294118,3.764705882,0.176470588,1.352941176,0.380434783
bullet,Visual,3.529411765,2.882352941,2.941176471,0.117647059,1.058823529,0.324022346
camp,Visual,3.882352941,2.411764706,2.529411765,0.588235294,1.647058824,0.29787234
cash,Visual,4.470588235,4,1.882352941,0.235294118,1.470588235,0.351219512
cause,Visual,2.875,0.9375,2.4375,0.375,0.375,0.357142857
cellar,Visual,4.125,2.6875,1.375,0.125,2.8125,0.359550562
century,Visual,2.176470588,0.117647059,1.705882353,0.058823529,0.176470588,0.5
chart,Visual,3.764705882,0.764705882,0.529411765,0,0.058823529,0.735632184
claim,Auditory,2.176470588,0.588235294,2.764705882,0,0,0.5
close,Visual,3.941176471,2.941176471,1.941176471,0.235294118,1.352941176,0.355932203
comedy,Auditory,3.705882353,0.764705882,4.705882353,0,0.058823529,0.50955414
condition,Visual,3.588235294,2.705882353,2.647058824,0.882352941,1.588235294,0.237113402
confidence,Visual,3.941176471,1.411764706,3,0.352941176,0.470588235,0.391025641
construction,Visual,4,2.058823529,2.941176471,0.117647059,0.882352941,0.388235294
content,Visual,3.764705882,3,2.117647059,1.470588235,1.411764706,0.2
contract,Visual,3.941176471,1.529411765,2.588235294,0.117647059,0.117647059,0.460992908
cotton,Haptic,4.058823529,4.470588235,0.411764706,0.117647059,0.882352941,0.437869822
council,Visual,2.882352941,0.470588235,2.705882353,0,0.294117647,0.453703704
cousin,Visual,4.529411765,2.882352941,4.058823529,0,1.705882353,0.34375
craft,Visual,3.705882353,3.235294118,1.882352941,0.411764706,0.705882353,0.331360947
crime,Visual,4.235294118,1.176470588,3.588235294,0.117647059,0.117647059,0.445859873
crisis,Visual,4.176470588,1.411764706,3.823529412,0,0.882352941,0.405714286
cure,Visual,2.941176471,1.941176471,1.058823529,0.764705882,0.625,0.315947844
curiosity,Visual,3.235294118,1.882352941,2.823529412,1,1.176470588,0.220930233
curve,Visual,4.294117647,3.941176471,0.117647059,0,0,0.514084507
customer,Visual,4,1.823529412,3.625,0,1.352941176,0.370319946
death,Visual,3.647058824,1.705882353,2.470588235,0.117647059,1.647058824,0.36809816
defeat,Visual,3.411764706,1,2.588235294,0.058823529,0.294117647,0.456
delight,Visual,3.411764706,1.941176471,3.352941176,1.823529412,1.470588235,0.161764706
depression,Visual,2.941176471,0.882352941,2.764705882,0,0.176470588,0.434782609
desk,Visual,4.411764706,3.941176471,1.352941176,0,0.529411765,0.431034483
device,Visual,4.176470588,3.470588235,2.588235294,0.0625,0.411764706,0.384140062
die,Visual,3.235294118,1.294117647,2.117647059,0.470588235,1.117647059,0.335714286
disease,Visual,3.411764706,2.235294118,2.470588235,0.882352941,1.823529412,0.233695652
distance,Visual,4.823529412,1.9375,2.3125,0.0625,0.375,0.500579822
down,Visual,3.1875,1.5,1.1875,0,0.0625,0.536842105
dust,Visual,4.176470588,2.764705882,0,0.705882353,1.294117647,0.467105263
ease,Visual,2.5,1.6875,1.875,0,0.0625,0.408163265
east,Visual,2.8125,0.375,0.75,0.125,0.1875,0.632352941
effect,Visual,3.117647059,1.823529412,2.647058824,1.294117647,1.176470588,0.192982456
effort,Visual,3.176470588,0.9375,2.117647059,0.125,0.5,0.445040214
emergency,Visual,4,1.647058824,3.764705882,0.058823529,1,0.376404494
engagement,Visual,3.235294118,1.764705882,2.588235294,0.058823529,0.058823529,0.41221374
estate,Visual,4.176470588,1.176470588,1.529411765,0.058823529,0.882352941,0.526315789
factor,Visual,1.875,0.3125,1.3125,0.375,0.0625,0.46031746
fair,Visual,2.875,1.058823529,1.5625,0.0625,0.25,0.484177215
farm,Visual,4.235294118,2.75,3.3125,0.5,3.9375,0.253493014
feet,Visual,4.5,3.5,2.0625,0.1875,3.125,0.322429907
fell,Visual,3.705882353,3.117647059,2.529411765,0,0.235294118,0.386503067
felt,Haptic,2.823529412,4.235294118,0.705882353,0.25,0.470588235,0.469670711
fence,Visual,4.705882353,3.764705882,0.375,0,0.125,0.524590164
fine,Visual,3.823529412,2,1.705882353,0.529411765,0.352941176,0.412587413
firm,Haptic,3.117647059,4.058823529,1.176470588,0.941176471,0.117647059,0.41875
fog,Visual,4.764705882,1.117647059,0.176470588,0.117647059,0.823529412,0.663865546
foot,Visual,4.411764706,3.941176471,1.294117647,0.058823529,2.823529412,0.34741784
fortune,Visual,2.882352941,1,2.235294118,0.117647059,0.176470588,0.431192661
giant,Visual,4.117647059,2.411764706,2.294117647,0,0.647058824,0.434782609
god,Auditory,1.176470588,0.411764706,1.823529412,0.411764706,0.411764706,0.333333333
grace,Visual,3.125,0.8125,2.5,0.125,0.375,0.432432432
gun,Visual,4.176470588,3.117647059,4.058823529,0.352941176,1.294117647,0.294117647
harm,Visual,3.647058824,2.764705882,2.882352941,0.352941176,0.470588235,0.325581395
harmony,Auditory,2.941176471,1.411764706,4.411764706,0.823529412,0.882352941,0.342696629
hate,Auditory,2.941176471,1.058823529,3.058823529,0.529411765,0.588235294,0.309352518
hell,Auditory,1.235294118,1.058823529,2.470588235,0.235294118,0.705882353,0.391752577
help,Auditory,3.647058824,2.411764706,3.764705882,0,0.294117647,0.372093023
hen,Visual,3.823529412,2.352941176,3.529411765,1.117647059,1.470588235,0.220095694
hold,Haptic,3.058823529,4.352941176,0.294117647,0.117647059,0.352941176,0.517985612
household,Visual,4.058823529,2.823529412,3.058823529,1.058823529,2.588235294,0.220779221
hurt,Visual,3.529411765,3.117647059,2.470588235,0.411764706,0.352941176,0.321428571
ideal,Visual,2.941176471,1.176470588,2.705882353,1.588235294,1.294117647,0.181818182
imagination,Visual,3.117647059,1,2.8125,1.058823529,1.058823529,0.234051199
information,Auditory,4.294117647,1.882352941,4.529411765,1,1.25,0.272417707
intention,Visual,2.9375,0.5,2.9375,0,0,0.460784314
invention,Visual,3.6875,2.125,2.764705882,0.875,1.375,0.259762309
investigation,Visual,3.647058824,1.235294118,2.764705882,0.176470588,0.588235294,0.412587413
item,Haptic,4.058823529,4.0625,2.75,2.6875,2.9375,0.083351906
job,Visual,3.588235294,1.705882353,3,0.352941176,1.058823529,0.333333333
kid,Visual,4.411764706,2,4.0625,0,1.1875,0.378310214
kingdom,Visual,3.3125,1.25,2.0625,0.3125,0.6875,0.393442623
knowledge,Auditory,2.529411765,0.470588235,3.764705882,0.352941176,0.352941176,0.456692913
lady,Visual,4.705882353,3.470588235,3.941176471,0.588235294,2.470588235,0.271317829
landscape,Visual,4.705882353,1.352941176,1.294117647,0,1.235294118,0.547945205
laughter,Auditory,4.117647059,0.941176471,4.882352941,0,0,0.49112426
lead,Visual,3.647058824,2.5625,1.75,0.5625,0.75,0.332672482
leg,Visual,4.705882353,4.647058824,0.647058824,0.470588235,0.294117647,0.409836066
level,Visual,3.235294118,1.625,1.588235294,0.352941176,0.176470588,0.438356164
liberty,Visual,2.705882353,0.705882353,2.294117647,0.117647059,0.176470588,0.431372549
library,Visual,4.529411765,2.647058824,2.941176471,0.529411765,1.411764706,0.331707317
lift,Visual,4.235294118,3.529411765,2.588235294,0,0.470588235,0.391304348
liquid,Visual,4.588235294,4.176470588,2.823529412,4.235294118,2.9375,0.094062316
magic,Visual,3.764705882,0.823529412,1.941176471,0.176470588,0.294117647,0.512605042
main,Visual,2.352941176,0.941176471,1.352941176,0.529411765,0.3125,0.371734762
majority,Visual,4,0.882352941,2.941176471,0,0.117647059,0.503703704
mass,Visual,4.294117647,3.470588235,1.647058824,0.058823529,0.352941176,0.431137725
measure,Visual,3.882352941,3,1.352941176,1.058823529,0.705882353,0.317647059
meeting,Visual,4.235294118,1.352941176,3.588235294,0.235294118,0.411764706,0.407185629
moment,Visual,3.125,1.2,2.625,0.4375,0.875,0.32526475
music,Auditory,2.235294118,1.235294118,4.941176471,0,0.058823529,0.583333333
myth,Auditory,1.235294118,0.25,4.058823529,0,0,0.732095491
nose,Visual,4.470588235,3.764705882,1.235294118,0.588235294,2.882352941,0.3
note,Visual,4.294117647,2.764705882,2.176470588,0,0,0.464968153
